id,id2,txt
2834,fflc,"Ouvi dizer que um antigo artefato, o frasco de Lillandril, foi perdido nesta ilha há muito tempo. Sabes de que peça estou a falar."
2835,ffld,"Fugiram da Ilha Summerset com o frasco, esperando comprar o santuário do Clã Direnni em High Rock, mas os mares só os trouxeram até aqui. Alguns dizem que há um mapa."
2836,fgta,Eu sei... Suponho que não devo falar sobre isso.
2837,fgtc,Ouvi dizer que um dos seus membros teve problemas com o Governador.
2838,fh1a,"Olá, estranho, bem-vindo ao Grêmio de Magos de M'kai, fundado em 638 EC. Sou o vendedor residente por aqui."
2839,fh1b,"Sinta-se à vontade para olhar em volta, mas lembre-se que tudo é propriedade do grupo. Se houver algo que queiras comprar, diz-me."
2840,fh1c,"Olá, minha senhora."
2841,fh2a,Olá de novo.
2842,fh2c,"Olá, Felicidade."
2843,fh3a,Bem-vindos de novo.
2845,fhea,"- Claro que sim. 25 de ouro, por favor."
2846,fhec,Vou tomar uma poção curativa.
2847,fima,"A minha aprendizagem aqui durou vários anos, e ainda não conheci nenhum membro chamado Iszara. Mas, quem sabe, muitos membros da Cabala Superior são reservados."
2848,fimc,"Duvido, mas talvez sim."
2849,fira,"Ok, são 25 de ouro."
2850,firc,Vou precisar de uma poção de pele de ferro.
2851,fisa,"Não me lembro do nome, senhor. Poderia ter sido membro da guilda?"
2852,fisc,Estou à procura de uma jovem chamada Iszara.
2853,fita,Não...impossível...Izara não roubou nada.
2854,fitc,"Por favor, Falicia, acho que sabes por que te pergunto. Iszara desapareceu pouco depois de roubar a gema da alma da Liga Revoltosa. Acho que ela pode ter vindo aqui com ela."
2855,fjga,"Não te diria se soubesse. Não fala com mundanos, e está demasiado ocupado a estudar para o Battlespire para se deixar ver ultimamente."
2856,fjgc,Achas que o Jaganvir sabe alguma coisa sobre o Iszara?
2857,flaa,"O guarda-sangue vermelho de Voa tirou o melhor dele. Morreu na Batalha de Stros, M'Kai, lutando ao lado do Príncipe."
2858,flac,O que aconteceu ao último Arquimago?
2859,fm1a,"Este, ou a própria instituição? Esta é bastante nova, há mais de 200 anos e quarto. Os magos modernos chegaram tarde a Hammerfell."
2860,fm1c,Quantos anos tem o Grêmio de Magos?
2861,fm2a,"Mas até eles finalmente aceitaram a noção de um patrocínio mais controlado e consciente para a magia. O Grêmio de Magos foi uma reação à magia em massa de antigamente, quando a magia era selvagem e desequilibrada."
2862,fm2c,Os Redguards têm fortes tradições.
2863,fm3a,"Quando se é estudante, abraça a linha institucional... se quiseres graduar-te."
2864,fm3c,Muito moderno para um elfo.
2865,fmpa,"Bem, ninguém o viu. As histórias dizem que ele foi partido em quatro. Dizem até que um dos pedaços estava inscrito no fundo de uma caixa de prata em forma de barco."
2866,fmpc,E o mapa da garrafa?
2867,fnnc,"Não, não agora."
2868,fnoa,"Não me lembro de ninguém com esse nome, mas há tantas pessoas a chegar todos os dias que não me surpreendo."
2869,fnob,"E eu seria a única a trabalhar na loja, pois a minha aprendizagem, por alguma razão cruel, parece relegada ao comércio."
2870,fnoc,"É pouco provável, mas pode ter sido uma cliente da sua loja."
2871,fpoa,"Poções curativas, poções de força e poções de pele de ferro."
2872,fpob,Também temos alguns ingredientes alquímicos à mão.
2873,fpod,"- Não. Temos sangue de orco, ectoplasma, leite de aranha. E então... Temos também a sabia de HIST... Não muito fresco, suponho, mas bom o suficiente para a maioria das aplicações."
2874,fpoc,"Poções de cura, poções de força e poções de pele de ferro."
2875,frga,Ele te protegerá dos teus inimigos. Mesmo que seja caro.
2876,frgc,E o anel?
2877,fria,Está bem. São 500 de ouro.
2878,fric,Quero o Anel.
2879,frla,Receio que não. A Guilda dos Magos tenta manter-se fora da política.
2880,frlc,Sabes alguma coisa da Liga Revoltosa?
2881,frxa,Receio que não.
2882,frxc,Sabes alguma coisa sobre o anel do arquímago Voa?
2883,frya,Não te diria se soubesse. Não fala com mundanos.
2884,fryc,Achas que o Jaganvir sabe alguma coisa sobre o anel de Voa?
2885,fs1a,"Estou muito ocupado estudando para lhe dar muita atenção. Além disso, com o Império aqui, as ruas parecem um pouco perigosas."
2886,fs1c,Que tipo de cidade é Stros M'Kai?
2887,fs2a,"Se queres saber a verdade, os espaços abertos fazem-me ficar nervoso. Muitos elfos da floresta são assim, sabes."
2888,fs2c,"Então, nunca saiste da guilda?"
2889,fs3a,"O nosso segundo céu, o verde médio. Digamos que não ando por Stros M'Kai o suficiente para saber tanto sobre ele."
2890,fs3c,Sentem a falta do leito das árvores de Valenwood...
2891,fsga,"Mmm, er, nada... Porque é que perguntaste?"
2892,fsgc,"O que sabes das gemas da alma, Falicia?"
2893,fsra,Estás de volta! Lamento ter de o fazer. Ele está louco.
2894,fsrb,Tome uma poção para as dores.
2895,fsta,Aqui mesmo. 25 moedas de ouro.
2896,fstc,Que tal uma poção de força?
2897,ft1a,Acho que também sinto. Espero que possa ajudar-te a encontrar a tua irmã.
2898,ft1c,"Tentei libertar o Joto, mas não consegui."
2899,ft2c,Ele pôs-me no caminho certo. Preciso de encontrar o frasco de Lillandril.
2900,ft3c,"Com a sua ajuda, consegui."
2901,ftha,"Não parece que tenhas o ouro. Vai-te lixar, preguiçoso e feio."
2902,fthc,"- Obrigado, senhor."
2903,fuca,"- Claro que sim. Vais estar mesmo atrás de mim, assim que tiveres dez anos de aprendizagem e puderes lançar um feitiço de ""alterar a realidade""."
2904,fucb,"O novo Arquimago, Jaganvir, não fala com ninguém, e faria com que todos os outros da guilda fizessem o mesmo, exceto eu, que dirijo a loja."
2905,fucc,Talvez possa falar com alguém da Cabala Superior...
2906,fyla,"Baixa a voz, sim? Vou dizer-te o que sei..."
2907,fylc,"Não me mintas, miúda! A Izara roubou uma gema da alma da Liga Revoltosa e acho que veio para aqui com ela! Se não me disseres..."
2908,fyy1,- Por favor! - Não! Isto não é um campo de atletismo!
2909,fyy2,- Meu Deus! Não sejas infantil!
2910,fyy3,- Já chega! Isso não tem graça!
2911,fyy4,"Por favor, pára. Vais meter-me em sarilhos."
2912,fzz1,"- Olá, senhor."
2913,fzz2,- Estás à procura de alguma coisa?
2914,fzz3,Posso ajudá-lo?
2915,focc,Dá-me o sangue do Orco.
2916,fecc,Vou tomar um pouco de ectoplasma.
2917,fspc,Quero o leite de aranha.
2918,fhsc,Tentei ser sábio.
2919,foca,- Está bem. Sou um quinto de ouro.
2920,feca,- Está bem. E eu levo cinco de ouro.
2921,fspa,"- Está bem. Cinco de Ouro, por favor."
2922,fhsa,Vai ficar bem. Sou um quinto de ouro.
2923,fyy5,"Guarda isso, por favor. Este não é o lugar para mostrar um pénis."
2924,fyy6,"- Não, senhor. Por favor, senhor. Não é permitido estar atrás do balcão."
2925,ga1a,"Folhas de aloe do sul de Hammerfell, as melhores, frescas todas as semanas. Excelente para aliviar essas dores e dores. E apenas 15 de ouro por bando."
2926,ga1c,Quanto vale o aloe?
2927,gala,Creio que o velho Vromish...
2928,galb,O Alquimista costumava pedir uma libra ou duas de vez em quando.
2929,galc,A malaquita é usada na alquimia?
2930,gald,"Mas ele está morto há sete anos, e a Guilda dos Magos compra as suas poções do maior, por isso não voltei a levar malaquita."
2931,gara,"Ele está louco por qualquer coisa anã. As ruínas anãs estão cheias de soldados, à procura de quem sabe o quê."
2932,garb,É melhor que o Rei espere que o Imperador nunca compreenda como está a desperdiçar as suas valiosas tropas!
2933,garc,O governador é fã de arqueologia?
2934,gb1c,"Obrigado pelo seu tempo, Gerrick."
2935,gbla,"Meu velho amigo Favis toca o sino para indicar a chegada de um navio, para que os comerciantes saibam que devem descer ao porto para fazer negócios."
2936,gblb,"O Rollo devia ouvir, mas eu tive problemas com ele. Ach, mas não precisas de ouvir um velho elfo a queixar-se!"
2937,gblc,A campainha?
2938,gbsa,"Se não são os piratas a roubar a tua carga, são os impostos imperiais. Mas eu consigo."
2939,gbsb,"Todos os barcos que vão para a baía de Ilíada passam por aqui. Sempre que consegue, esse preguiçoso caralho leva-o do porto."
2940,gbsc,Como estão os negócios hoje em dia?
2941,gbxa,"É um prazer fazer negócios contigo, Cyrus!"
2942,gbxc,Vou ficar com ele.
2943,gbya,- Que maravilha! O que é que precisa?
2944,gbyb,Não se arrependerá!
2945,gbyc,Gostaria de fazer uma compra.
2946,gbyd,"A melhor qualidade, garanto-lhe!"
2947,gbye,Receio que os seus fundos sejam escassos.
2948,gbyf,Receio que os seus fundos sejam escassos.
2949,gc1a,"Sim, do exótico canah, um dos meus favoritos, porque é criado na Ilha Summerset. Criado pela sua beleza, devo acrescentar. São um excelente presente por 10 de ouro."
2950,gcoa,"O único objeto que ninguém deveria perder. Não te percas de rumo outra vez. Por um pequeno investimento de 50 oros, tranquilidade para toda a vida."
2951,gcoc,Parece uma bússola decente.
2952,gdra,No extremo sul da ilha. Mas não podes entrar. Os homens de Richton selaram as portas.
2953,gdrc,Onde estão estas ruínas anãs?
2954,gf1c,Que penas interessantes que tens.
2955,gf2a,Dez de ouro.
2956,gf3a,"A beleza do canah é intoxicante, admito. 10 de ouro cada."
2957,gf3c,Preciso de mais canetas.
2958,gfla,"A garrafa de lilandrilo, famosa em canções e lendas! Da minha própria terra natal da ilha de Summerset, já sabes. E deves ter ouvido falar do MAPE MISTERIOUS."
2959,gflb,- Que supostamente mostra onde está enterrado o frasco.
2960,gflc,Ouvi falar de uma garrafa mágica escondida algures na ilha. Sabe alguma coisa sobre respeito?
2961,gh1a,"Prazer em conhecê-lo, meu bom amigo. Gerrick, teu humilde servo."
2962,gh1c,"Olá, vendedor. O meu nome é CYRUS."
2963,gh2a,"- Excelente, Ciro. - Que maravilha!"
2964,gh2c,"Gerrick, como estás?"
2965,gh3a,Ciro! É um prazer voltar a ser verde!
2966,gh3c,"Olá, Gerrick."
2967,gima,Suponho que sim. Há meses que não se vêem por estrôs M'kai.
2968,gimb,"A Liga fingia ser uma rebelde patriótica por causa da derrota da coroa, mas alguns confrontos com navios de guerra imperiais acalmaram-nos."
2969,gimc,O Império esmagou a Liga Revoltosa?
2971,gisb,"...um nome lindo, a propósito... Acho que ele pode ter-se misturado com aqueles piratas da Liga, não é?"
2972,gisc,"Pergunto-me se conheces a minha irmã, Iszara."
2973,gkma,"Bem, ela veio à minha loja há algum tempo. Em busca de malaquita - não a tenho em stock, por suposto, uma petição incomum - mas ela foi muito insistente."
2974,gkmb,"A Izara ofereceu-me uma boa soma pela malaquita, muito mais do que vale. Disse-lhe que podia entregá-la em três semanas, mas que precisava dela imediatamente."
2975,gkmc,"Por favor, se souber mais sobre a Iszara... - Não ."
2976,gkmd,"Receio que tenha experimentado a guarda do contrabandista, meu querido. Não é um lugar para entrar com um saco cheio de ouro."
2977,gl1a,Uma coleção da pior escória das lacunas de Stros M'Kai! Piratas que te cortariam a garganta ao olharem para ti!
2978,gl1c,O que sabes da Liga Revoltosa?
2979,gl2a,"Ignora o Orsone, bom Cyrus, ele é meio tolo. Do que é que estávamos a falar?"
2980,gl2c,O que é que ele disse?
2981,gl3a,Uma ameaça às rotas comerciais entre a Ilha de Somerset e a Baía de Illiaca. Pelo menos os imperiais acabaram com isso.
2982,gl3c,- Não . A liga...
2983,glpa,Aquela gangue de vilões sangrentos! Se a tua pobre irmã...
2984,glpb,"Eu estava ligado a eles, e tenho medo de pensar no que poderia ter acontecido."
2985,glpc,É isso que estou a tentar verificar. Desapareceu há três meses. O que sabes sobre eles?
2986,glpd,"Foram uma praga em Stros M'kai durante anos, embora os covardes não tenham ousado mostrar as suas caras desde que os imperiais chegaram."
2987,gm1a,"Oh sim! Segundo a lenda, o navio que transportava a carapaça e os seus donos afundou em Stros M'kai."
2988,gm1c,Conheces um mapa para a garrafa?
2989,gm2a,"Tudo isto foi há milhares de anos, antes dos guardas vermelhos chegarem a Hammerfell."
2990,gm3a,Talvez um sobrevivente tenha escondido a garrafa e feito um mapa... Quem sabe? Embora Trithik possa dizer-lhe mais.
2991,gm4a,Costumava ser um caçador de frascos. Já lhe vendi seis palhas ao longo dos anos.
2992,gm4c,"Tritik, uh?"
2993,gmaa,"Desculpe, não. Já não há muita demanda, agora que a Alquimia está fechada."
2994,gmac,Disse Iszara para quem precisava de Malaquita?
2995,gmga,"Sim, agora têm o monopólio oficial da magia de qualquer tipo. A obra do arquivo foi divulgada, aproveitou-se do seu acesso ao príncipe, às custas de nós, os pequenos empresários!"
2996,gmgb,Ainda temos de ver qual será a nova política imperial. O governador Richton está demasiado ocupado com a sua actividade arqueológica para se preocupar com uma questão tão pequena como a política económica!
2997,gmgc,A Guilda dos Magos vende poções?
2998,gnma,De certeza que vais mudar de ideias.
2999,gnmc,Vou ter de pensar nisso.
3000,gr1a,"Sim, um tipo bastante improvável, mesmo que não te importes com o cheiro. Mas vai carregar um fardo por um pênis de prata, e nem posso alugar uma mula para isso."
3001,gr1c,"Receio que possa tê-lo conhecido. Grande, deitado, desassosseado?"
3002,gr2a,"Um exagero, para ser honesto. É suposto eu ter de levar os meus carregamentos do porto quando chegarem, uma tarefa simples, se bem me permitisse, mas estou bêbado ou a dormir metade do tempo e não ouço o sino."
3003,gr2c,"Então, ele trabalha para ti."
3004,gsia,"Sim, debaixo da tenda do cartógrafo. Um segredo para vocês na cidade."
3005,gs1c,A Guarda dos Contrabandistas?
3006,gs2a,"Tenho a certeza que estes contrabandistas estão ligados à Liga Inquieta, a vender vinho de Valenwood roubado dos meus próprios barcos, a duplo preço, já que não têm competência!"
3007,gs3a,"Não posso provar nada disso, por isso."
3008,gs3c,- Não.
3010,gsha,"Uma pá resistente, o que o destemido caçador de tesouros precisa! Garantida para não se partir, arranhar ou abobinar. Uma pechincha por apenas 30 oros."
3011,gshc,A pá ali... Quanto custa?
3012,gsua,"Então, devo pedir-te notícias, Guarda Vermelha. A última vez que vi a Ilha Eterna foi quando era jovem, muito antes de tu nasceres."
3013,gsub,"Sou mais velha do que pareço! Sim, mas estático e novato. Um vendedor como eu é mais baixo que a sujeira do caminho de casa. Aqui, sou um pilar respeitado da comunidade."
3014,gsuc,"Não vou a Ilha de Somerset há anos. Um lugar bonito, se bem me lembro."
3015,gtoa,"Um design clássico, funcional e durável. Para ti, Cyrus, 20 por cada."
3016,gtoc,Quanto custa uma lanterna?
3017,gzz1,"- Olá, boa tarde."
3018,gzz2,"- Sim, é?"
3019,gzz3,Em que posso ajudá-lo?
3020,hata,"Nunca abertamente, porque até as Coroas pensavam que a Liga não era confiável. Agora são a última esperança de Hammerfell."
3021,hatb,"A morte de A'tor enviou-os para a clandestinidade, e o fogo do dragão mantém-nos ali."
3022,hatc,"Então, o A'tor tinha acordos com a Liga Inquieta, então?"
3023,hb1c,"Obrigado, Trithik. Tenho de ir."
3024,hbda,"Pelo que parece, sim. Acordei uma manhã e o quadro central estava partido. Espero que o arranje depressa."
3025,hbdc,O Lakene disse que o teu barco foi danificado por vandalos?
3026,hboa,"Desde que o fundo do mar possa reclamá-lo antes do necromante, é tudo. Que a sua alma descanse em paz do laço da alma"
3027,hboc,Como podes estar grato por o corpo do Príncipe A'tor ter sido perdido no mar?
3028,hc1a,"Ah, sim? Devia ter sabido. Isso está abaixo mesmo de um ancestral."
3029,hc1c,Parece que encontrei o teu ladrão. O Crendal não percebeu que tem a tua parte do mapa.
3030,hc2a,"Dois números, um X e a anotação ""árvore longa"", é tudo o que me lembro. Se o encontrares, fica com ele. Estou muito velho para isso."
3031,hc2c,Talvez possa recuperá-lo. O que havia no mapa?
3032,hc3c,"Talvez eu possa fazer o Crendal procurar por mim. Obrigado pela tua ajuda, Trithik."
3033,hcra,"Através dos seus agentes, sim. Mas receio que o Governador Provisório seja uma bebida especialmente amarga."
3034,hcrb,"O sangue parou de correr, embora apenas por falta de objetivos, e as coroas que sobreviveram ainda permanecem em silêncio."
3035,hcrc,O Tiber Septim fez sofrer muito as Coronas pela sua resistência?
3036,hdda,A armadilha espera aqueles que não o fazem
3037,hddc,"Então, devo ter mais medo da morte do que o normal?"
3038,hdga,"Bandeira e osso, jovem Guarda Vermelha. Procura o Casco Velho se queres ver a obra de ambos."
3039,hdgc,"Este dragão... Uma metáfora imperial, talvez?"
3040,hfka,"A lenda é mais antiga que a Guarda Vermelha. Muitos procuraram e falharam, mas quem pode resistir à atração de um tesouro perdido?"
3041,hfkb,"Quando era jovem, também procurei o frasco. Tive mais sorte do que a maioria, porque uma vez possuí uma parte da verdade."
3042,hfkc,Ouvi histórias de uma jarra mágica enterrada algures em Stros M'Kai.
3043,hfoa,"Profanadores do trono, todos. Complices do invasor, e a vergonha de Hunding."
3044,hfrc,Fala-me das Coronas.
3045,hg1a,Os ossos de Hunding! Um rato orco!
3046,hg2a,"Que se lixe, criatura!"
3047,hg3a,"Rocha o teu cabelo, coisa negra e nojenta do subsolo!"
3048,hg4a,"Falas mal dos justos, desprezível!"
3049,hg5a,- Vai-te embora! Saiam daqui!
3050,hg6a,- Saiam daqui!
3051,hg7a,Fora! Falta de corpo!
3052,hg8a,Troca-me! Hunding vai transformar-te em pedra se não te apressares a ir para a escuridão fria.
3053,hg8b,"Não incomodes mais os homens, nix-bane! Seu animal podre e nojento! Um manequim de esterco de troll! - Que mancha!"
3054,hgoa,"E piores, mas não te preocupes com eles. Estão condenados à sujeira e já não incomodam a Guarda Vermelha."
3055,hgoc,Há elfos debaixo de Stros M'Kai?
3056,hh1a,"E o meu é Trithik, rapaz."
3057,hh1c,"Olá, o meu nome é Cyrus."
3058,hh2a,Ainda vivo.
3059,hh2c,"Olá, Trithik."
3060,hh3a,"Claro, rapaz."
3061,hh3c,Trithik? Posso incomodá-lo outra vez?
3062,hhua,"Não pode, ou não quer, porque mantém os travesseiros fora de Stros M'Kai, fora e debaixo dele. Tal é a graça de Frandar Hunding que ainda os cega."
3063,hhuc,Vi a estátua de Hunding no caminho para o porto. Estou surpreendido que Richton ainda não a tenha destruído.
3064,hi1a,"Não sei o nome, mas muitos foram perdidos desde que o dragão chegou."
3065,hi1c,"Estou à procura da minha irmã, Iszara. Talvez a tenhas visto?"
3066,hi2a,"Se ela estivesse com as Coroas, contaria-a entre as baixas. A matança de Richton foi elegante apenas na sua minucialidade."
3067,hi2c,Ela desapareceu há três meses.
3068,hima,"A confusão costuma seguir a conquista, mas se o Septim tem um plano para Hammerfell, não o deixou claro."
3069,himb,"Suspeito que haja um plano maior do que o simples terror constante, porque o Richton tem homens por toda a ilha, não só aqui em Stros M'Kai."
3070,himc,O que é que os Imperiais estão a planear aqui?
3071,hl1a,Eram o cancro necessário a uma nação dividida e em guerra. Crescidos nas fronteiras onde a pele do reino é mais disputada pela espada estrangeira...
3072,hl1b,"Homens destemidos, cujos nomes são sussurrados com ódio com demasiada frequência."
3073,hl1c,O navio que me trouxe aqui foi cercado por uns bandidos chamados Liga Inquieta. O que sabes sobre eles?
3074,hl2a,"Não se engane muito com eles, pois até o príncipe os conhecia."
3076,hmpa,"Não, não, não. Desde que a minha casa no centro histórico foi destruída, fiquei no meu barco."
3077,hmpb,"Arrisquei a minha vida para salvar esse mapa, e fui justamente recompensado pela minha obsessão indigna quando ele foi roubado há algumas semanas. Ainda bem que ele já não está."
3078,hmpc,"Talvez, mas parece um desafio digno. Ainda tens o mapa?"
3079,hnca,"Um mal do oeste, assentado nas baías de cinzas cinzentas. Desfilar agora que o Império está aqui, rapaz, por isso não morras."
3080,hncc,Fale-me do Necromante.
3081,hnxc,Eu não me preocuparia mais com ele.
3082,ho1a,"E assim caíram os guardas vermelhos. Os anciãos ensinam os jovens, e quem pode culpá-los por aprenderem? Um verdadeiro Guarda Vermelha arrisca a vida pela honra, orgulho e espírito."
3083,ho1c,Por que indignado? Um mapa para um artefato mágico de incalculável valor parece um prémio digno.
3084,ho2a,"Tanto quanto um mapa perdido, mercenário. Só achei justo avisar-te contra buscar a riqueza do frasco por ganância. O mundo é maior que o teu saco de ouro."
3085,ho2c,"A ideologia não marca o lugar, meu."
3086,ho3c,"Sim, sim, eu sei. Uma espada vendida é uma espada manchada contra a verdadeira causa. Não importa por que eu quero o frasco, Trithik."
3087,hoqa,"Foi a última resistência dos leais à Coroa, e o governador Richton destruiu-a. Ainda está a arder, toda cinza e fogo de dragão. Poucos escaparam ao incidente."
3088,hoqc,O que aconteceu ao casco antigo?
3089,hpia,"Não, rapaz, um pedaço de mapa, que supostamente mostra a sua localização. Digo um bocado de verdade, mas isso é apenas um velho falando, pois o mapa pode não levar a nada, mesmo que esteja inteiro."
3090,hpic,O frasco está em pedaços?
3091,hpla,"Não, a não ser que tenhas algo que o Richton queira."
3092,hplc,Então não posso entrar no palácio?
3093,hpra,"No templo do Bendito Arkay. O irmão Nidal é o responsável por lá, e conhecia quase toda a gente da aldeia. Talvez eu saiba algo sobre a tua irmã."
3094,hprc,Onde devo rezar?
3095,hpxa,"O A'tor foi morto no mar, e foi lá que o corpo dele foi perdido, felizmente. Já começou a profecia obrigatória do seu regresso, dita em voz baixa, um mau substituto da verdadeira esperança nesta época."
3096,hpxb,"A Guarda Vermelha devia saber melhor, estar cega a presságios desesperados. O filho de Thassad deixou-nos, triste e triste, para nunca mais voltar."
3097,hpxc,O que fizeram os imperiais ao Príncipe?
3098,hr1a,"Fogo, não é? Filho de um idiota de Ancestro! Era parte de um mapa que supostamente mostrava a localização do frasco de Lillandril."
3099,hr1b,"Na minha juventude, eu era uma espécie de caçador de tesouros."
3100,hr1c,Um tal Crendal estava a gabar-se de um mapa que te roubou. Estava a mentir?
3101,hr2a,"Dois números, um X e a anotação ""árvore longa"", é tudo o que me lembro. Se o encontrares, fica com ele. Estou muito velho para isso."
3102,hr2c,Lembras-te do que estava no mapa?
3103,hr3c,"Talvez eu possa fazer o Crendal procurar por mim. Obrigado pela tua ajuda, Trithik."
3104,hria,"Bem dito, rapaz, mas eu aconselharia-te a não o fazer. Os Imperiais não toleram nenhum Guarda-Roupa no Palácio, a não ser que sejas um Forebear, e tu tens muito poucas pernas para o ser."
3105,hric,"Talvez eu deva falar com este Richton, então."
3106,hsha,Nem um dia de viagem. Só tens de seguir o caminho sobre a ponte.
3107,hshc,Quão a oeste estão as bacias?
3108,hsia,"Não posso falar pelo resto de Hammerfell, mas aqui uma confissão como esta é, no melhor dos casos, um martirio. Em Stros M'Kai reina uma perseguição silenciosa."
3109,hsic,Nem mesmo um guarda vermelho pode admitir abertamente a sua lealdade às coroas?
3110,hsma,"A derrota está em todos os rostos nativos, rapaz. A guerra custou muito à cidade, incluindo a sua voz."
3111,hsmb,"As coroas já não existem, tão destituídas de rei como a Yokuda, perdidas agora numa canção que ninguém cantará, a não ser que Richton a ouça. Muito, o Governador é a razão de Stros M'Kai estar tão calado."
3112,hsmc,"Parece ser muito tranquilo aqui, especialmente para uma cidade portuária. Como está a correr Stros M'Kai sob domínio imperial?"
3113,hssa,"A maldição do necromante, que se torce à distância, a uma morte. A magia dele arranca a tua alma se pereceres, para alimentar algum ato ainda mais negro."
3114,hssc,"O que é o ""laço da alma""?"
3115,htea,"Na praça da aldeia, à beira do lago"
3116,htec,Onde está o templo?
3117,hw1a,"Porque é que não estarias aqui, nesta narrativa? Estás a..."
3118,hw1c,Não disse nada sobre redenção ou...
3119,hw2a,"Na sua preocupação com o sangue, no sangue como fechamento. Garanto-te que vai derramar antes de encontrares a tua irmã. Uma oração pode fazer-te bem"
3120,hw2c,Como podem ser iguais?
3121,hwra,"Vejo mais do que medo no teu rosto, Redguard, seja retribuição ou redenção. Oh, às vezes são a mesma coisa. Nenhuma pode vir sem feridas."
3122,hwrc,Receio que o desaparecimento da minha irmã tenha algo a ver com a guerra civil... - Não .
3123,hxx1,- O que é?
3124,hxx2,"dias escuros, Ciro."
3126,hxx4,"Vamos atrás deles, rapaz! Fazes-nos sentir orgulhosos!"
3127,hxx5,"Rápido, Redguard! Não te vão conseguir!"
3128,hxx6,Morte ao Imperador!
3129,hxx7,"Matem-nos, Guarda Vermelha!"
3130,hyka,"A primeira terra. De onde vieram os guardas vermelhos, nos tempos do bendito Hunding"
3131,hykc,Não ouvi falar do Yokuda desde criança.
3132,hzz1,E então?
3133,hzz2,"- Não, não, não, não, não."
3134,hzz3,"Ciro, rapaz."
3135,hzz4,"Não treines aqui, rapaz. Vai dar uma volta para fora da cidade onde não ameaces as pessoas da cidade."
3138,iij2,"Primeira semente 26, CE 864"
3139,iij3,"Esta é a minha última entrada, pois vou despedir-me desta dormência de loucos, chegou a hora de agir!"
3140,iij4,"Basil e os outros lobos preguiçosos contentam-se em chorar pelo nosso príncipe e esconderem-se nas sombras, mesmo enquanto temos o que o Governador mais teme! Durante meses, o meu amor permaneceu no âmbar enquanto o Império se fortalecia."
3141,iij5,"Hammerfell será perdido para sempre se o Príncipe A'tor não for restaurado. Estou determinado, se a Liga não pode agitar o seu sono, então vou roubar a gema da alma enquanto dormem!"
3142,iij6,"De manhã estarei em Stros M'Kai, onde há outros que podem dar-me a ajuda que preciso."
3143,iij7,"Cyrus, não. A cigana disse-me que ias para Stros M'Kai. Eu ri-me na cara dele, é claro, mas deixo este aviso, se for apenas por respeito aos mais velhos."
3144,iij8,"Se o fecho de sangue abrir, então sei que é você, e peço-lhe que dê atenção a isto: deixe-me o meu dilema e volte para o caminho que mais lhe agrada nestes dias. Tens muita prática."
3145,jama,Talvez. Isso explicaria porque nenhum mago conseguiu localizar-nos.
3146,jamc,Parece que o frasco pode absorver magia.
3147,jb1c,"Paz, caminhante do deserto. Tenho de ir."
3148,jbka,Nestas prateleiras há sabedoria e loucura em partes iguais. Escolha com cuidado.
3149,jbkc,Gostaria de comprar um livro.
3150,jbva,"Uma recompensa estranha para o seu principal aliado, J'ffer concorda. E nenhuma menção de homicídio passou pelos lábios do J'ffer. Ainda assim, não há rei em Hammerfell."
3151,jbvc,Achas que o Richton se atreveu a assassinar o líder dos Ancestrais?
3152,jbya,Uma escolha excelente.
3153,jbyb,J'ffer tem a certeza que vai gostar.
3154,jbyc,Vou ficar com ele.
3155,jbyd,Que cresça em sabedoria com a sua leitura.
3156,jbye,"A tua bolsa é muito leve para cobrir o preço, vai trabalhar como todos."
3157,jcra,"Os interesses de J'ffer estão mais focados no passado do que nas revoltas atuais, mas até J'ffer pode ver que a cidade foi limpa de dissidentes."
3158,jcrb,"No entanto, os soldados continuam a rastrear a ilha, para que fim?"
3159,jcrc,É tão perigoso ser Corona hoje em dia?
3160,jcta,"Essa honra está agora reservada para as Coroas, que devem achá-lo um lugar agradável, pois nenhuma delas jamais voltou."
3161,jctc,Como é que eu entro nas Catacumbas?
3162,jdfa,"Era, é. J'ffer ouve muito, mas sabe pouco."
3163,jdfc,Queres dizer que um dragão esteve aqui em Stros M'Kai?
3164,jdla,"Ancient Tales of the Dwemer, de Marobar Sul, é mais completo, mas, infelizmente, é difícil de obter e, além disso, é um volume pesado de 16 volumes."
3165,jdlb,"Para 54 de ouro, o livro do Favoril é uma excelente visão geral."
3166,jdlc,Recomenda o Favoril's Dwarven Lore?
3167,jdra,"Como deve ser. Um sítio espantoso, cheio do trabalho inexplicável daquela aldeia desaparecida."
3168,jdrb,"No entanto, já não está aberta aos visitantes. Os Imperiais voltaram a selar as portas antigas, por razões que só o nosso honrado Governador sabe."
3169,jdrc,Ruínas anãs? Estou intrigado.
3170,jeaa,"Ah, a velha história do frasco de Lillandril desperta o teu interesse. É mais lenda do que história, mas uma boa leitura por 40 moedas de ouro. Será seu?"
3171,jeac,"Quanto é por Elven Artifacts, Volume 3?"
3172,jffa,"Menos ambicioso do que os estudos publicados por Yoonkarl, e menos preocupado com a astrologia comparada."
3173,jffb,"Embora seja uma versão decididamente humana das estrelas de Tamriel, o firmamento de Ffoulke não é desprovido de suas próprias virtudes. J'ffer pode livrar-se dele por 36 moedas de ouro."
3174,jffc,O que acha do firmamento de Ffoulke?
3175,jfha,"A obra autorizada, nada menos, e pelo modesto preço de 15 oros, pode ser sua."
3176,jfhc,Vale a pena comprar Flora of Hammerfell?
